,r,dsigma,LSMCerror,BINerror,BSerror,MJDerror
27,0.11886075949367089,-0.1,0.40575214150106553,0.34881747521639395,0.9570689010295919,0.9961100592510798
28,0.12227848101265823,-0.1,0.3886097369081652,0.3592076335394921,0.8594025227068235,0.9830039742123712
29,0.1256962025316456,-0.1,0.41735522095875416,0.36980679223208723,0.9756909340317402,0.9908153756719276
30,0.12911392405063293,-0.1,0.40614407672863223,0.380607084186008,0.9642841189364174,0.911620317938003
31,0.13253164556962027,-0.1,0.4053872079726343,0.3915967269592955,1.0220051954453246,1.0547118985713415
32,0.1359493670886076,-0.1,0.4303569076106517,0.40276972197565536,0.955503582815784,0.9953828061266057
33,0.13936708860759495,-0.1,0.4526661693211406,0.41412479405703545,0.9231144224639368,0.9287342671428737
34,0.14278481012658228,-0.1,0.43729759079249186,0.42565692848241254,1.030956773738241,0.9722589147918658
35,0.14620253164556962,-0.1,0.46581641950279845,0.4373596532346644,1.0150500260331403,1.0916319730768822
36,0.14962025316455696,-0.1,0.49287950978825135,0.44922464450593097,1.1007424826706533,0.9949360988540875
37,0.1530379746835443,-0.1,0.4800319927373572,0.4612526790115173,1.0217582206212805,1.2013418944818581
38,0.15645569620253166,-0.1,0.4762159123740734,0.4734392761583168,1.0715859180083311,1.093510506031213
39,0.159873417721519,-0.1,0.5012149065496724,0.48577870493449726,1.143428911654239,1.003213809424952
40,0.16329113924050634,-0.1,0.5069501609083543,0.49826732869134027,1.0604957884816857,1.0380201116447543
41,0.16670886075949368,-0.1,0.5378549574381963,0.5109024102771931,1.1754361674767437,1.041542766084376
42,0.17012658227848101,-0.1,0.5409983689676237,0.5236766906967087,1.2898628542743646,1.1791406253808268
43,0.17354430379746838,-0.1,0.573749798154019,0.5365950007013696,1.15118217031478,1.1893615893383729
44,0.17696202531645572,-0.1,0.5843974932917224,0.5496550420114965,1.1541210116826992,1.139807722379049
45,0.18037974683544306,-0.1,0.5926990011836651,0.5628515145192763,1.1976614872381923,1.1953184914121573
46,0.1837974683544304,-0.1,0.6033634843938678,0.5761780542598078,1.1286627975724468,1.1672365198352574
47,0.18721518987341773,-0.1,0.5670624498600662,0.5896276371086238,1.2302344082455523,1.1878266966283888
48,0.19063291139240507,-0.1,0.6210628085453432,0.6031954306358124,1.322686972393749,1.2792849886439175
49,0.19405063291139243,-0.1,0.6927798730246113,0.6168761574618048,1.2761095981798032,1.2212745332608044
50,0.19746835443037977,-0.1,0.601210089699327,0.6306745562590137,1.2677889185388218,1.3154397296833944
51,0.2008860759493671,-0.1,0.6350514238816832,0.6445913673755443,1.311582473816529,1.3158426671266115
52,0.20430379746835445,-0.1,0.6398978977344529,0.6586252109935667,1.300924811053328,1.3046453870250807
53,0.20772151898734179,-0.1,0.6349485913611129,0.6727733494969209,1.3670782209546999,1.3935941548197395
54,0.21113924050632912,-0.1,0.7239699232857718,0.6870327760338687,1.3845319956009963,1.3472979423240103
55,0.21455696202531646,-0.1,0.7405305394169799,0.701400033412439,1.398110156911745,1.299422988107676
56,0.21797468354430383,-0.1,0.7268638766437079,0.7158716651039531,1.5137825663899627,1.4701562596858395
57,0.22139240506329116,-0.1,0.7919555010992385,0.7304402461893208,1.486308815953938,1.3762557278950838
58,0.2248101265822785,-0.1,0.736471530161464,0.7450993012928949,1.484286837220181,1.4122063035249925
59,0.22822784810126584,-0.1,0.8119059338797783,0.759854886691391,1.577600008936214,1.457075530528209
60,0.23164556962025318,-0.1,0.7928298844503188,0.7747035292049113,1.4340530254676804,1.4664942563610475
61,0.23506329113924052,-0.1,0.8236303259579568,0.7896443418963988,1.546785906946275,1.4952841327390982
62,0.23848101265822788,-0.1,0.8241527729687038,0.8046742944176614,1.6692189483182867,1.594253225754058
63,0.24189873417721522,-0.1,0.8428165228038221,0.8197887815779569,1.5098170591862896,1.5956756599093123
64,0.24531645569620256,-0.1,0.8343267306797236,0.8349861197709324,1.660374034905648,1.571848077025931
65,0.2487341772151899,-0.1,0.8654112049002228,0.850264644501913,1.6907362886029624,1.7003125613039884
66,0.2521518987341772,-0.1,0.9199708584581421,0.8656241521471075,1.6324257569615144,1.6026204251021894
67,0.25556962025316454,-0.1,0.8432149176149265,0.8810630050259993,1.5337572777898962,1.6911942132788773
68,0.2589873417721519,-0.1,0.8818344351368583,0.8965770425482029,1.8112211828010192,1.623668701417913
69,0.2624050632911393,-0.1,0.9545582519417695,0.9121604846285485,1.6681008862044184,1.561787110747878
70,0.2658227848101266,-0.1,0.8995906079260837,0.9278157836902872,1.919874595640185,1.6747504365888288
71,0.26924050632911395,-0.1,0.9809929817663648,0.9435376367869428,1.6240740708797992,1.6961564555705155
72,0.2726582278481013,-0.1,0.9352954855482298,0.9593270302416735,1.713522664722667,1.7232744634863957
73,0.2760759493670886,-0.1,0.9975802625649863,0.9751810647367193,1.8148616158120985,1.8200486160158282
74,0.27949367088607596,-0.1,1.0201672267551534,0.9910980071140527,1.9252152385290424,1.8733486101449033
75,0.28291139240506336,-0.1,1.0234707360692872,1.0070780042395058,1.8623504038141558,1.832616248661495
76,0.2863291139240507,-0.1,0.9899372091978955,1.0231186008821453,1.8468465706394988,1.8113655032558071
77,0.28974683544303803,-0.1,1.0790769692816227,1.0392178400829923,2.077762024096214,1.8504826677588644
78,0.29316455696202537,-0.1,1.0501056960770585,1.055373298938042,1.965917146171217,2.014040321908712
79,0.2965822784810127,-0.1,1.0923283614703407,1.0715832352833814,1.9452918643714725,2.063374956746997
80,0.3,-0.1,1.0896360255333126,1.087845493413247,1.9766366576649335,1.939002237081755
