,r,dsigma,LSMCerror,BINerror,BSerror,MJDerror
0,0.15,-0.1,0.49710821787418624,0.4505530747299593,1.1192433327782227,0.9813405963164518
1,0.03,-0.1,0.2802938898379742,0.19293444351468148,0.7108383939176298,0.7420094545931942
2,0.033417721518987344,-0.1,0.219046011397396,0.19299141292954242,0.6940565080072969,0.755035532063516
3,0.03683544303797468,-0.1,0.1907296939532882,0.19364623987273125,0.7583396879272599,0.7194740509580292
4,0.040253164556962026,-0.1,0.2385122665941684,0.1948943763270306,0.7366114672567078,0.7361301878150518
5,0.043670886075949364,-0.1,0.23112879779368856,0.19672735070768313,0.7266263062191173,0.7607083662191362
6,0.04708860759493671,-0.1,0.20919556670810732,0.19913516447236343,0.7767366367490001,0.7564044401160205
7,0.05050632911392405,-0.1,0.23322094335644236,0.20210627670117318,0.7916849179362445,0.7366259558415982
8,0.05392405063291139,-0.1,0.21423646506787308,0.20561923721656264,0.7781546969953986,0.721777736131738
9,0.057341772151898736,-0.1,0.2680016662609843,0.2096551947357461,0.8101381985344671,0.7737046179012436
10,0.06075949367088608,-0.1,0.21059320391289565,0.21419439599788792,0.7801053305421035,0.8195395594192041
11,0.06417721518987342,-0.1,0.2558441473146659,0.21921414078988447,0.7925703528860626,0.7899748323428327
12,0.06759493670886077,-0.1,0.2505126675306022,0.2246926952488535,0.7789584983996148,0.742933808401261
13,0.07101265822784811,-0.1,0.23466703252541699,0.23060726987099353,0.8289829941879207,0.7556818092483739
14,0.07443037974683545,-0.1,0.21889040291410633,0.23693848583121302,0.8241315937030773,0.7846677042654548
15,0.07784810126582278,-0.1,0.2503171458515463,0.24366202929277356,0.7943228618185428,0.768755195598106
16,0.08126582278481012,-0.1,0.2650354767328628,0.25076373015357944,0.824421387322658,0.8485062188295032
17,0.08468354430379747,-0.1,0.33807945644453985,0.25822007236175903,0.8319471445591929,0.8305793695117293
18,0.08810126582278482,-0.1,0.2975173629630714,0.26601088510682114,0.7824708620250946,0.8032289332938586
19,0.09151898734177216,-0.1,0.2799085691908325,0.2741227006625105,0.8669633617873451,0.7809947345625395
20,0.0949367088607595,-0.1,0.32990414896324827,0.28253628426494676,0.8585124553190666,0.8297116887634581
21,0.09835443037974684,-0.1,0.27269712426551684,0.291238821829796,0.8839542628617633,0.8379600779094128
22,0.10177215189873419,-0.1,0.3176509823991155,0.30021848226284653,0.8876838010680113,0.8719962411505214
23,0.10518987341772153,-0.1,0.34448943852879754,0.3094568029026378,0.8532201084692206,0.8772447610202723
24,0.10860759493670886,-0.1,0.28803584358088874,0.3189446068889,0.8531000687184866,0.8847442813729248
25,0.11202531645569622,-0.1,0.33260226708864016,0.3286769288583721,0.8793962310429128,0.9226405711697213
26,0.11544303797468355,-0.1,0.3688274451473286,0.3386397656792812,0.8473946701069105,0.9241296056959545
