,symbol,optionType,expiration,strike,lastPrice,lastTradeDate,inTheMoney,maturity,S0,sigma,returns,method
1348,META,calls,2025-12-19,140.0,215.0,2023-11-14,True,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1349,META,calls,2025-12-19,220.0,153.15,2023-11-14,True,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1350,META,calls,2025-12-19,380.0,69.5,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1351,META,calls,2025-12-19,470.0,41.72,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1352,META,calls,2025-12-19,480.0,39.82,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1353,META,calls,2025-12-19,495.0,36.56,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1354,META,calls,2025-12-19,620.0,19.3,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1355,META,calls,2025-12-19,640.0,17.34,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1356,META,puts,2025-12-19,50.0,0.44,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1357,META,puts,2025-12-19,170.0,8.45,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1358,META,puts,2025-12-19,195.0,12.11,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1359,META,puts,2025-12-19,225.0,18.25,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1360,META,puts,2025-12-19,245.0,23.3,2023-11-14,False,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1361,META,puts,2025-12-19,435.0,117.26,2023-11-14,True,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1362,META,puts,2025-12-19,545.0,208.52,2023-11-14,True,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1363,META,puts,2025-12-19,640.0,303.52,2023-11-14,True,766,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1364,META,calls,2026-01-16,110.0,240.29,2023-11-14,True,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1365,META,calls,2026-01-16,160.0,201.41,2023-11-14,True,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1366,META,calls,2026-01-16,170.0,192.28,2023-11-14,True,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1367,META,calls,2026-01-16,290.0,111.6,2023-11-14,True,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1368,META,calls,2026-01-16,380.0,70.55,2023-11-14,False,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1369,META,calls,2026-01-16,390.0,66.48,2023-11-14,False,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1370,META,calls,2026-01-16,435.0,52.7,2023-11-14,False,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1371,META,calls,2026-01-16,460.0,46.0,2023-11-14,False,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1372,META,calls,2026-01-16,470.0,44.0,2023-11-14,False,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1373,META,calls,2026-01-16,520.0,33.46,2023-11-14,False,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1374,META,puts,2026-01-16,5.0,0.04,2023-11-14,False,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1375,META,puts,2026-01-16,50.0,0.53,2023-11-14,False,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1376,META,puts,2026-01-16,400.0,93.65,2023-11-14,True,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1377,META,puts,2026-01-16,460.0,137.2,2023-11-14,True,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1378,META,puts,2026-01-16,480.0,152.05,2023-11-14,True,794,336.3099975585937,0.4507773512952728,0.16167313039341852,A
1379,META,calls,2023-11-24,430.0,0.02,2023-11-01,False,23,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1380,META,puts,2023-11-24,50.0,0.01,2023-11-01,False,23,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1381,META,puts,2023-11-24,180.0,0.01,2023-11-01,False,23,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1382,META,puts,2023-11-24,205.0,0.04,2023-11-01,False,23,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1383,META,puts,2023-12-01,170.0,0.03,2023-11-01,False,30,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1384,META,puts,2023-12-01,180.0,0.04,2023-11-01,False,30,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1385,META,puts,2023-12-01,380.0,67.78,2023-11-01,True,30,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1386,META,calls,2023-12-08,190.0,118.69,2023-11-01,True,37,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1387,META,puts,2023-12-08,170.0,0.04,2023-11-01,False,37,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1388,META,calls,2024-02-16,5.0,297.7,2023-11-01,True,107,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1389,META,calls,2024-02-16,15.0,289.14,2023-11-01,True,107,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1390,META,calls,2024-02-16,20.0,283.62,2023-11-01,True,107,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1391,META,calls,2024-02-16,540.0,0.21,2023-11-01,False,107,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1392,META,calls,2024-02-16,620.0,0.1,2023-11-01,False,107,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1393,META,calls,2024-03-15,10.0,293.81,2023-11-01,True,135,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1394,META,calls,2024-03-15,15.0,289.15,2023-11-01,True,135,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1395,META,calls,2024-03-15,570.0,0.22,2023-11-01,False,135,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1396,META,calls,2024-05-17,235.0,91.65,2023-11-01,True,198,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1397,META,calls,2024-05-17,455.0,4.55,2023-11-01,False,198,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1398,META,calls,2024-06-21,510.0,2.6,2023-11-01,False,233,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1399,META,calls,2024-09-20,245.0,92.28,2023-11-01,True,324,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1400,META,calls,2024-09-20,265.0,73.35,2023-11-01,True,324,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1401,META,puts,2024-09-20,105.0,0.81,2023-11-01,False,324,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1402,META,puts,2024-09-20,115.0,1.03,2023-11-01,False,324,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1403,META,puts,2024-09-20,145.0,1.93,2023-11-01,False,324,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1404,META,calls,2025-01-17,95.0,218.83,2023-11-01,True,443,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1405,META,calls,2025-01-17,580.0,6.45,2023-11-01,False,443,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1406,META,puts,2025-01-17,55.0,0.28,2023-11-01,False,443,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1407,META,puts,2025-01-17,500.0,193.5,2023-11-01,True,443,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1408,META,calls,2025-09-19,140.0,190.37,2023-11-01,True,688,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1409,META,puts,2025-09-19,180.0,11.35,2023-11-01,False,688,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1410,META,puts,2025-09-19,195.0,14.2,2023-11-01,False,688,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1411,META,puts,2025-09-19,255.0,31.0,2023-11-01,False,688,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1412,META,calls,2025-12-19,460.0,36.06,2023-11-01,False,779,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1413,META,puts,2025-12-19,95.0,2.49,2023-11-01,False,779,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1414,META,puts,2026-01-16,165.0,9.9,2023-11-01,False,807,311.8500061035156,0.4521042185110098,0.14741573494047236,A
1415,META,calls,2023-11-24,440.0,0.18,2023-10-23,False,32,314.010009765625,0.45207572181145594,0.149661027149916,A
1416,META,puts,2023-11-24,395.0,80.29,2023-10-23,True,32,314.010009765625,0.45207572181145594,0.149661027149916,A
1417,META,puts,2023-11-24,475.0,158.68,2023-10-23,True,32,314.010009765625,0.45207572181145594,0.149661027149916,A
1418,META,puts,2023-11-24,485.0,170.07,2023-10-23,True,32,314.010009765625,0.45207572181145594,0.149661027149916,A
1419,META,puts,2023-11-24,490.0,174.43,2023-10-23,True,32,314.010009765625,0.45207572181145594,0.149661027149916,A
1420,META,puts,2023-11-24,510.0,194.95,2023-10-23,True,32,314.010009765625,0.45207572181145594,0.149661027149916,A
1421,META,calls,2023-12-01,590.0,0.04,2023-10-23,False,39,314.010009765625,0.45207572181145594,0.149661027149916,A
1422,META,puts,2023-12-01,130.0,0.12,2023-10-23,False,39,314.010009765625,0.45207572181145594,0.149661027149916,A
1423,META,calls,2023-12-15,530.0,0.05,2023-10-23,False,53,314.010009765625,0.45207572181145594,0.149661027149916,A
1424,META,puts,2024-04-19,450.0,133.9,2023-10-23,True,179,314.010009765625,0.45207572181145594,0.149661027149916,A
1425,META,puts,2024-09-20,85.0,0.6,2023-10-23,False,333,314.010009765625,0.45207572181145594,0.149661027149916,A
1426,META,calls,2025-06-20,130.0,201.34,2023-10-23,True,606,314.010009765625,0.45207572181145594,0.149661027149916,A
1427,META,calls,2025-06-20,140.0,193.08,2023-10-23,True,606,314.010009765625,0.45207572181145594,0.149661027149916,A
1428,META,puts,2025-06-20,420.0,119.6,2023-10-23,True,606,314.010009765625,0.45207572181145594,0.149661027149916,A
1429,META,puts,2025-06-20,445.0,139.1,2023-10-23,True,606,314.010009765625,0.45207572181145594,0.149661027149916,A
1430,META,calls,2025-09-19,230.0,130.35,2023-10-23,True,697,314.010009765625,0.45207572181145594,0.149661027149916,A
1431,META,calls,2025-09-19,245.0,120.7,2023-10-23,True,697,314.010009765625,0.45207572181145594,0.149661027149916,A
1432,META,calls,2025-09-19,430.0,43.85,2023-10-23,False,697,314.010009765625,0.45207572181145594,0.149661027149916,A
1433,META,calls,2025-09-19,580.0,19.37,2023-10-23,False,697,314.010009765625,0.45207572181145594,0.149661027149916,A
1434,META,puts,2025-09-19,475.0,166.0,2023-10-23,True,697,314.010009765625,0.45207572181145594,0.149661027149916,A
1435,META,calls,2026-01-16,30.0,284.9,2023-10-23,True,816,314.010009765625,0.45207572181145594,0.149661027149916,A
1436,META,puts,2026-01-16,415.0,122.97,2023-10-23,True,816,314.010009765625,0.45207572181145594,0.149661027149916,A
1437,META,puts,2026-01-16,420.0,126.16,2023-10-23,True,816,314.010009765625,0.45207572181145594,0.149661027149916,A
1438,META,puts,2026-01-16,435.0,138.38,2023-10-23,True,816,314.010009765625,0.45207572181145594,0.149661027149916,A
1439,META,puts,2026-01-16,440.0,142.02,2023-10-23,True,816,314.010009765625,0.45207572181145594,0.149661027149916,A
1440,META,calls,2023-11-24,450.0,0.02,2023-10-31,False,24,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1441,META,calls,2023-11-24,460.0,0.01,2023-10-31,False,24,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1442,META,puts,2023-11-24,160.0,0.01,2023-10-31,False,24,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1443,META,calls,2023-12-01,475.0,0.01,2023-10-31,False,31,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1444,META,calls,2023-12-08,185.0,116.21,2023-10-31,True,38,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1445,META,puts,2023-12-15,140.0,0.04,2023-10-31,False,45,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1446,META,calls,2024-02-16,30.0,270.9,2023-10-31,True,108,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1447,META,calls,2024-03-15,465.0,1.2,2023-10-31,False,136,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1448,META,calls,2024-03-15,495.0,0.73,2023-10-31,False,136,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1449,META,calls,2024-03-15,580.0,0.17,2023-10-31,False,136,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1450,META,calls,2024-04-19,195.0,113.5,2023-10-31,True,171,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1451,META,puts,2024-06-21,5.0,0.01,2023-10-31,False,234,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1452,META,puts,2024-06-21,25.0,0.01,2023-10-31,False,234,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1453,META,puts,2024-06-21,55.0,0.1,2023-10-31,False,234,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1454,META,puts,2024-06-21,435.0,135.03,2023-10-31,True,234,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1455,META,calls,2024-09-20,540.0,4.0,2023-10-31,False,325,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1456,META,puts,2024-09-20,80.0,0.4,2023-10-31,False,325,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1457,META,calls,2025-01-17,630.0,4.05,2023-10-31,False,444,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1458,META,calls,2025-06-20,405.0,35.65,2023-10-31,False,598,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1459,META,calls,2025-09-19,485.0,25.49,2023-10-31,False,689,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1460,META,calls,2025-12-19,485.0,29.8,2023-10-31,False,780,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1461,META,calls,2025-12-19,490.0,29.0,2023-10-31,False,780,301.2699890136719,0.4520240102823828,0.14047993447586793,A
1462,META,calls,2023-11-24,465.0,0.01,2023-11-08,False,16,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1463,META,puts,2023-11-24,185.0,0.01,2023-11-08,False,16,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1464,META,puts,2023-12-01,195.0,0.01,2023-11-08,False,23,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1465,META,calls,2023-12-15,485.0,0.01,2023-11-08,False,37,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1466,META,calls,2023-12-22,160.0,161.15,2023-11-08,True,44,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1467,META,puts,2023-12-22,185.0,0.06,2023-11-08,False,44,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1468,META,puts,2023-12-22,200.0,0.08,2023-11-08,False,44,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1469,META,puts,2023-12-22,215.0,0.17,2023-11-08,False,44,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1470,META,calls,2024-01-19,485.0,0.09,2023-11-08,False,72,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1471,META,calls,2024-01-19,580.0,0.02,2023-11-08,False,72,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1472,META,puts,2024-01-19,15.0,0.01,2023-11-08,False,72,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1473,META,puts,2024-02-16,130.0,0.1,2023-11-08,False,100,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1474,META,puts,2024-02-16,145.0,0.17,2023-11-08,False,100,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1475,META,puts,2024-02-16,395.0,76.0,2023-11-08,True,100,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1476,META,puts,2024-03-15,135.0,0.2,2023-11-08,False,128,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1477,META,puts,2024-03-15,140.0,0.2,2023-11-08,False,128,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1478,META,calls,2024-05-17,205.0,121.36,2023-11-08,True,191,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1479,META,calls,2024-05-17,265.0,72.0,2023-11-08,True,191,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1480,META,puts,2024-05-17,205.0,3.27,2023-11-08,False,191,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1481,META,calls,2024-06-21,525.0,2.06,2023-11-08,False,226,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1482,META,puts,2024-06-21,35.0,0.01,2023-11-08,False,226,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1483,META,puts,2024-06-21,410.0,95.38,2023-11-08,True,226,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1484,META,calls,2024-09-20,165.0,165.41,2023-11-08,True,317,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1485,META,puts,2024-09-20,415.0,99.28,2023-11-08,True,317,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1486,META,calls,2025-01-17,155.0,176.68,2023-11-08,True,436,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1487,META,puts,2025-01-17,490.0,171.39,2023-11-08,True,436,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1488,META,calls,2025-06-20,155.0,183.2,2023-11-08,True,590,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1489,META,calls,2025-06-20,185.0,157.37,2023-11-08,True,590,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1490,META,calls,2025-06-20,475.0,25.7,2023-11-08,False,590,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1491,META,calls,2025-06-20,610.0,9.9,2023-11-08,False,590,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1492,META,puts,2025-06-20,5.0,0.02,2023-11-08,False,590,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1493,META,calls,2025-12-19,170.0,174.12,2023-11-08,True,772,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1494,META,puts,2025-12-19,125.0,4.25,2023-11-08,False,772,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1495,META,calls,2026-01-16,90.0,242.5,2023-11-08,True,800,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1496,META,calls,2026-01-16,405.0,52.6,2023-11-08,False,800,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1497,META,puts,2026-01-16,510.0,190.99,2023-11-08,True,800,319.7799987792969,0.45125799943701417,0.15193702384677785,A
1498,META,calls,2023-11-24,475.0,0.18,2023-10-11,False,44,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1499,META,calls,2023-11-24,480.0,0.15,2023-10-11,False,44,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1500,META,puts,2023-11-24,420.0,93.38,2023-10-11,True,44,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1501,META,puts,2023-11-24,560.0,233.39,2023-10-11,True,44,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1502,META,puts,2023-12-15,545.0,218.62,2023-10-11,True,65,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1503,META,puts,2024-03-15,435.0,110.05,2023-10-11,True,156,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1504,META,calls,2024-06-21,50.0,278.22,2023-10-11,True,254,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1505,META,calls,2024-06-21,55.0,273.42,2023-10-11,True,254,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1506,META,calls,2024-06-21,80.0,249.8,2023-10-11,True,254,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1507,META,calls,2025-06-20,65.0,267.5,2023-10-11,True,618,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1508,META,calls,2025-06-20,105.0,232.5,2023-10-11,True,618,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1509,META,puts,2025-06-20,100.0,1.86,2023-10-11,False,618,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1510,META,puts,2025-06-20,105.0,1.98,2023-10-11,False,618,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1511,META,calls,2025-09-19,420.0,51.4,2023-10-11,False,709,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1512,META,puts,2025-09-19,480.0,161.15,2023-10-11,True,709,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1513,META,puts,2025-09-19,485.0,165.45,2023-10-11,True,709,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1514,META,puts,2025-09-19,490.0,169.8,2023-10-11,True,709,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1515,META,calls,2025-12-19,115.0,227.33,2023-10-11,True,800,327.82000732421875,0.45292279140193137,0.15952246630085096,A
1516,META,calls,2023-11-24,490.0,0.01,2023-10-27,False,28,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1517,META,puts,2023-11-24,140.0,0.02,2023-10-27,False,28,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1518,META,puts,2023-11-24,150.0,0.02,2023-10-27,False,28,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1519,META,puts,2023-11-24,440.0,142.2,2023-10-27,True,28,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1520,META,calls,2023-12-01,30.0,265.8,2023-10-27,True,35,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1521,META,puts,2023-12-01,150.0,0.01,2023-10-27,False,35,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1522,META,puts,2023-12-01,460.0,163.62,2023-10-27,True,35,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1523,META,puts,2023-12-15,110.0,0.02,2023-10-27,False,49,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1524,META,puts,2023-12-15,440.0,146.13,2023-10-27,True,49,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1525,META,calls,2024-01-19,530.0,0.09,2023-10-27,False,84,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1526,META,puts,2024-01-19,65.0,0.01,2023-10-27,False,84,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1527,META,calls,2024-02-16,50.0,249.12,2023-10-27,True,112,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1528,META,calls,2024-03-15,120.0,179.15,2023-10-27,True,140,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1529,META,puts,2024-03-15,145.0,0.65,2023-10-27,False,140,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1530,META,calls,2024-04-19,185.0,116.75,2023-10-27,True,175,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1531,META,calls,2024-05-17,185.0,120.3,2023-10-27,True,203,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1532,META,puts,2024-06-21,10.0,0.01,2023-10-27,False,238,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1533,META,calls,2025-01-17,70.0,231.0,2023-10-27,True,448,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1534,META,calls,2025-06-20,425.0,29.62,2023-10-27,False,602,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1535,META,calls,2025-06-20,495.0,18.57,2023-10-27,False,602,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1536,META,calls,2025-09-19,270.0,89.6,2023-10-27,True,693,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1537,META,puts,2025-09-19,165.0,9.5,2023-10-27,False,693,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1538,META,puts,2025-09-19,260.0,35.5,2023-10-27,False,693,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1539,META,calls,2025-12-19,110.0,202.5,2023-10-27,True,784,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1540,META,calls,2025-12-19,435.0,37.75,2023-10-27,False,784,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1541,META,calls,2025-12-19,440.0,36.31,2023-10-27,False,784,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1542,META,calls,2026-01-16,445.0,36.7,2023-10-27,False,812,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1543,META,puts,2026-01-16,370.0,97.7,2023-10-27,True,812,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1544,META,puts,2026-01-16,425.0,141.1,2023-10-27,True,812,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1545,META,puts,2026-01-16,550.0,252.0,2023-10-27,True,812,296.7300109863281,0.4522958702747667,0.13759661352559974,A
1546,META,calls,2023-11-24,495.0,0.05,2023-10-20,False,35,308.6499938964844,0.4521943966036727,0.14624305894306766,A
1547,META,puts,2023-11-24,470.0,160.12,2023-10-20,True,35,308.6499938964844,0.4521943966036727,0.14624305894306766,A
1548,META,puts,2023-11-24,480.0,170.37,2023-10-20,True,35,308.6499938964844,0.4521943966036727,0.14624305894306766,A
1549,META,calls,2024-01-19,60.0,251.12,2023-10-20,True,91,308.6499938964844,0.4521943966036727,0.14624305894306766,A
1550,META,calls,2025-06-20,145.0,185.6,2023-10-20,True,609,308.6499938964844,0.4521943966036727,0.14624305894306766,A
1551,META,puts,2025-12-19,500.0,194.15,2023-10-20,True,791,308.6499938964844,0.4521943966036727,0.14624305894306766,A
1552,META,calls,2023-11-24,580.0,0.01,2023-11-13,False,11,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1553,META,puts,2023-11-24,170.0,0.01,2023-11-13,False,11,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1554,META,puts,2023-11-24,195.0,0.01,2023-11-13,False,11,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1555,META,puts,2023-11-24,215.0,0.01,2023-11-13,False,11,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1556,META,puts,2023-11-24,405.0,74.18,2023-11-13,True,11,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1557,META,calls,2023-12-01,235.0,95.67,2023-11-13,True,18,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1558,META,calls,2023-12-08,240.0,91.67,2023-11-13,True,25,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1559,META,calls,2023-12-08,245.0,85.92,2023-11-13,True,25,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1560,META,calls,2023-12-08,255.0,76.88,2023-11-13,True,25,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1561,META,calls,2023-12-08,415.0,0.04,2023-11-13,False,25,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1562,META,puts,2023-12-08,220.0,0.03,2023-11-13,False,25,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1563,META,calls,2023-12-15,105.0,226.31,2023-11-13,True,32,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1564,META,calls,2023-12-15,450.0,0.01,2023-11-13,False,32,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1565,META,calls,2023-12-15,470.0,0.01,2023-11-13,False,32,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1566,META,calls,2023-12-15,475.0,0.01,2023-11-13,False,32,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1567,META,puts,2023-12-15,120.0,0.01,2023-11-13,False,32,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1568,META,puts,2023-12-15,125.0,0.01,2023-11-13,False,32,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1569,META,puts,2023-12-15,420.0,89.2,2023-11-13,True,32,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1570,META,calls,2023-12-22,190.0,138.69,2023-11-13,True,39,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1571,META,puts,2023-12-22,375.0,44.32,2023-11-13,True,39,329.19000244140625,0.4508589605702675,0.1574598754271483,A
1572,META,calls,2023-12-29,260.0,73.23,2023-11-13,True,46,329.19000244140625,0.4508589605702675,0.1574598754271483,A
