,dsigma,r,LSMCerror,BINerror,BSerror,MJDerror
0,-0.125,0.05,2.5460938948067415,2.768426402300653,0.739131354889217,0.7206668845988505
1,-0.11268608977039178,0.05,2.543863962389918,2.768350625814358,0.7374209490751015,0.7179785738385557
2,-0.11982647245318874,0.05,2.544279378802652,2.7684088351147165,0.7384431998057953,0.7184838982846093
3,-0.11171387249350309,0.05,2.5437843849773594,2.768344204082626,0.7380071132367438,0.7213497637937991
4,-0.0964084656047911,0.05,2.544436888607593,2.768239082227308,0.7384661070055769,0.721227940717886
5,-0.10468348211484785,0.05,2.547307873252502,2.7682871873839043,0.7374641557524638,0.715211363035876
6,-0.10424954497690478,0.05,2.5451560415841534,2.7682834330324058,0.7364507627190748,0.719965260837458
7,-0.1088880353092822,0.05,2.546001291321147,2.7683223985207106,0.7380832482608648,0.7216102641707103
8,-0.1113553896338106,0.05,2.5464391548068446,2.768342187914737,0.7374412834714208,0.7183340929187608
9,-0.1096745704173515,0.05,2.5415388488679214,2.768329275183681,0.7385540630717484,0.7202123508407005
10,-0.08942073722531507,0.05,2.542269197365355,2.768215184359539,0.7390590781124686,0.7242601447873783
11,-0.0712674098205742,0.05,2.5449201189686987,2.7682276642599173,0.7424456812403152,0.7310702732392931
12,-0.07687182664669513,0.05,2.545783719489666,2.768224247258592,0.7413626157479308,0.7257495780172011
13,-0.08455024415231226,0.05,2.543900446851456,2.768209835457986,0.739233806162827,0.7277129340705889
14,-0.09123151012060604,0.05,2.542184682601062,2.768222195252482,0.7384541049874507,0.7270111800150091
15,-0.08068374521352766,0.05,2.5446845020260835,2.768222489301947,0.7403529362387162,0.7197269784389289
16,-0.06986495362877461,0.05,2.5433393625323113,2.768230800447668,0.7428379879917404,0.7218490790951254
17,-0.0773886193863094,0.05,2.5481026632285366,2.768226571432086,0.7408489105447564,0.7255557988573905
18,-0.06964920308539972,0.05,2.542629163053531,2.7682330032471474,0.7434238407130547,0.7166028246140606
19,-0.06217431844614465,0.05,2.5419652346896413,2.768391107128432,0.745570227810229,0.7230743852318579
20,-0.0737033839685394,0.05,2.5399029661246404,2.7682223972656756,0.7415491615646577,0.7238028324619087
21,-0.08193973572880257,0.05,2.5422559616592686,2.768220323167149,0.7392724133219348,0.7160464068629872
22,-0.08641510209688498,0.05,2.543770965551652,2.768205876903068,0.7384123533742474,0.7199493952326205
23,-0.09264522794594782,0.05,2.54428352591609,2.7682241866507415,0.7376905196712126,0.720470862868005
24,-0.09010439688981253,0.05,2.5438739256158156,2.768219691511173,0.7385034716254183,0.722603452785657
25,-0.08849282634424266,0.05,2.545201643105319,2.768210180383913,0.7392798987915258,0.7245596052965323
26,-0.08184841762807622,0.05,2.546515878808738,2.768220573231055,0.7400015841469438,0.7281475959637096
27,-0.07528898224549557,0.05,2.5456578667174212,2.7682206025971015,0.7415873015493959,0.7264054038139443
28,-0.07234122573248504,0.05,2.541968606081431,2.768225433407376,0.7422090567775537,0.7234508660558598
29,-0.07900032293459852,0.05,2.542554724178464,2.768226722098562,0.7408896413943624,0.7165185150536966
30,-0.08205088795459083,0.05,2.543806084836663,2.7682200462159137,0.7406171986111597,0.7228636573318626
31,-0.08526260982268168,0.05,2.5428357704476263,2.7682079875380006,0.73923909398513,0.715343700137187
32,-0.09081479749160988,0.05,2.5441204800086332,2.7682219947534388,0.7387141851619956,0.7239034336655598
33,-0.10985110934375106,0.05,2.5457421940279614,2.768330882885208,0.7381086603517454,0.7177481111191384
34,-0.11821057474761094,0.05,2.5467717908617877,2.7683942703862434,0.7371679504438836,0.7211684099629093
35,-0.12835242167475577,0.05,2.545608294810135,2.7684389951183888,0.740542571457266,0.7224797206534591
36,-0.12889405232535672,0.05,2.545628208148791,2.7684412296302234,0.7370637916113635,0.7187549928937479
37,-0.1451791361469398,0.05,2.545313513544216,2.7684380219729663,0.7341599329962072,0.7250094934219967
38,-0.14516517872019738,0.05,2.5450856684787353,2.768438083366799,0.734796390331571,0.7285441914402123
39,-0.14698334791653303,0.05,2.5450020013235912,2.7684282732727734,0.734422878269433,0.7268940396388074
40,-0.1519650297458119,0.05,2.547507778445958,2.768398402598316,0.7324230523939002,0.7199861669431805
41,-0.14573729770863458,0.05,2.5493579517303915,2.768435672008134,0.7332127028232532,0.7216856188001229
42,-0.13705266198174879,0.05,2.546211945975596,2.768460010766694,0.7375332799441783,0.721708839081179
43,-0.13055611238400017,0.05,2.545420299892146,2.768444934197683,0.737764066434778,0.728163705533345
44,-0.12620109578884453,0.05,2.5461945448501453,2.7684314079595183,0.738277718877179,0.7207693070354539
45,-0.1282244056387383,0.05,2.5464200588091255,2.7684385077261706,0.7398954986826363,0.716877030069065
46,-0.133570374120588,0.05,2.545267294218139,2.7684486655177087,0.7395384071490814,0.7217773989892246
47,-0.1368166381140486,0.05,2.547303541607662,2.7684590249280516,0.736480673457126,0.719747347514342
48,-0.11186337587634393,0.05,2.5458751151861816,2.768345100877675,0.7369279133949571,0.7278136318217259
49,-0.11986175358241005,0.05,2.545652202537103,2.768408891321084,0.7384053136912548,0.7188271138837842
50,-0.13076793778215412,0.05,2.5478569929029553,2.768445126659682,0.7386322965663181,0.727202529494052
51,-0.1386447027909681,0.05,2.544756733926893,2.7684665308106435,0.7360901615667086,0.717532041253954
52,-0.14794287510205395,0.05,2.5457023432292165,2.768422091432928,0.7340683202013173,0.7192512387419244
53,-0.13516291731331953,0.05,2.545999596286037,2.768452471625879,0.7376040803196066,0.7220915051762395
54,-0.1400594499459234,0.05,2.545093171656772,2.7684672332898224,0.7351216697390843,0.7226402474398272
55,-0.1380950559603332,0.05,2.5468979173146846,2.7684642641510355,0.7365341557334172,0.7276177878644066
56,-0.14753219969399234,0.05,2.549359955177125,2.7684246650381854,0.7348013883329118,0.7235869876416707
57,-0.15031812947897358,0.05,2.546601789475235,2.7684076841797958,0.7335345654646473,0.7204299405098604
58,-0.15538550300435036,0.05,2.5462247006314156,2.768383930455196,0.7329948093789579,0.7216701486065185
59,-0.14403577658285222,0.05,2.5469425856613586,2.7684434334966164,0.7343791615852046,0.7257060554744437
