symbol,expiration,optionType,strike,lastPrice,inTheMoney
aapl,2025-12-19,calls,260.0,8.14,False
aapl,2025-12-19,calls,270.0,6.73,False
aapl,2025-12-19,calls,280.0,5.38,False
aapl,2025-12-19,calls,290.0,4.35,False
aapl,2025-12-19,calls,300.0,3.35,False
aapl,2025-12-19,calls,310.0,2.55,False
aapl,2025-12-19,puts,50.0,0.29,False
aapl,2025-12-19,puts,55.0,0.36,False
aapl,2025-12-19,puts,60.0,0.63,False
aapl,2025-12-19,puts,65.0,0.54,False
aapl,2025-12-19,puts,70.0,0.75,False
aapl,2025-12-19,puts,75.0,0.93,False
aapl,2025-12-19,puts,80.0,1.04,False
aapl,2025-12-19,puts,85.0,1.35,False
aapl,2025-12-19,puts,90.0,1.43,False
aapl,2025-12-19,puts,95.0,1.65,False
aapl,2025-12-19,puts,100.0,2.23,False
aapl,2025-12-19,puts,105.0,2.43,False
aapl,2025-12-19,puts,110.0,2.81,False
aapl,2025-12-19,puts,115.0,3.41,False
aapl,2025-12-19,puts,120.0,3.8,False
aapl,2025-12-19,puts,125.0,4.45,False
aapl,2025-12-19,puts,130.0,5.1,False
aapl,2025-12-19,puts,135.0,5.79,False
aapl,2025-12-19,puts,140.0,6.57,False
aapl,2025-12-19,puts,145.0,7.53,False
aapl,2025-12-19,puts,150.0,8.65,False
aapl,2025-12-19,puts,155.0,9.75,False
aapl,2025-12-19,puts,160.0,11.12,False
aapl,2025-12-19,puts,165.0,12.61,False
aapl,2025-12-19,puts,170.0,14.06,False
aapl,2025-12-19,puts,175.0,15.83,False
aapl,2025-12-19,puts,180.0,17.6,False
aapl,2025-12-19,puts,185.0,19.1,True
aapl,2025-12-19,puts,190.0,21.2,True
aapl,2025-12-19,puts,195.0,24.1,True
aapl,2025-12-19,puts,200.0,26.45,True
aapl,2025-12-19,puts,205.0,30.65,True
aapl,2025-12-19,puts,210.0,34.15,True
aapl,2025-12-19,puts,215.0,50.1,True
aapl,2025-12-19,puts,220.0,39.0,True
aapl,2025-12-19,puts,225.0,42.0,True
aapl,2025-12-19,puts,230.0,64.0,True
aapl,2025-12-19,puts,235.0,56.35,True
aapl,2025-12-19,puts,240.0,69.95,True
aapl,2025-12-19,puts,245.0,58.34,True
aapl,2025-12-19,puts,250.0,80.2,True
aapl,2025-12-19,puts,260.0,75.0,True
aapl,2025-12-19,puts,270.0,85.15,True
aapl,2025-12-19,puts,280.0,105.25,True
aapl,2025-12-19,puts,290.0,101.0,True
aapl,2025-12-19,puts,300.0,122.0,True
aapl,2025-12-19,puts,310.0,134.86,True
aapl,2026-01-16,calls,50.0,140.25,True
aapl,2026-01-16,calls,55.0,120.0,True
aapl,2026-01-16,calls,60.0,129.8,True
aapl,2026-01-16,calls,65.0,121.6,True
aapl,2026-01-16,calls,70.0,112.6,True
aapl,2026-01-16,calls,75.0,102.45,True
aapl,2026-01-16,calls,80.0,112.4,True
aapl,2026-01-16,calls,85.0,98.5,True
aapl,2026-01-16,calls,90.0,92.92,True
aapl,2026-01-16,calls,95.0,101.0,True
aapl,2026-01-16,calls,100.0,95.4,True
aapl,2026-01-16,calls,105.0,90.85,True
aapl,2026-01-16,calls,110.0,87.6,True
aapl,2026-01-16,calls,115.0,83.41,True
aapl,2026-01-16,calls,120.0,77.0,True
aapl,2026-01-16,calls,125.0,75.71,True
aapl,2026-01-16,calls,130.0,72.58,True
aapl,2026-01-16,calls,135.0,66.43,True
aapl,2026-01-16,calls,140.0,62.5,True
aapl,2026-01-16,calls,145.0,60.6,True
aapl,2026-01-16,calls,150.0,57.0,True
aapl,2026-01-16,calls,155.0,53.7,True
aapl,2026-01-16,calls,160.0,51.44,True
aapl,2026-01-16,calls,165.0,47.3,True
aapl,2026-01-16,calls,170.0,43.95,True
aapl,2026-01-16,calls,175.0,41.3,True
aapl,2026-01-16,calls,180.0,38.3,True
aapl,2026-01-16,calls,185.0,35.3,False
aapl,2026-01-16,calls,190.0,32.8,False
aapl,2026-01-16,calls,195.0,30.18,False
aapl,2026-01-16,calls,200.0,28.0,False
aapl,2026-01-16,calls,205.0,25.75,False
aapl,2026-01-16,calls,210.0,23.9,False
aapl,2026-01-16,calls,215.0,22.18,False
aapl,2026-01-16,calls,220.0,19.35,False
aapl,2026-01-16,calls,225.0,17.8,False
aapl,2026-01-16,calls,230.0,16.1,False
aapl,2026-01-16,calls,235.0,15.0,False
aapl,2026-01-16,calls,240.0,13.2,False
aapl,2026-01-16,calls,245.0,11.85,False
aapl,2026-01-16,calls,250.0,10.6,False
aapl,2026-01-16,calls,255.0,9.5,False
aapl,2026-01-16,calls,260.0,8.7,False
aapl,2026-01-16,calls,265.0,7.4,False
aapl,2026-01-16,calls,270.0,6.75,False
aapl,2026-01-16,calls,275.0,5.77,False
aapl,2026-01-16,calls,280.0,5.8,False
aapl,2026-01-16,calls,285.0,4.91,False
aapl,2026-01-16,calls,290.0,4.6,False
aapl,2026-01-16,calls,300.0,3.6,False
aapl,2026-01-16,calls,310.0,2.9,False
aapl,2026-01-16,puts,50.0,0.35,False
aapl,2026-01-16,puts,55.0,0.37,False
aapl,2026-01-16,puts,60.0,0.72,False
aapl,2026-01-16,puts,65.0,0.56,False
aapl,2026-01-16,puts,70.0,1.05,False
aapl,2026-01-16,puts,75.0,1.04,False
aapl,2026-01-16,puts,80.0,1.06,False
aapl,2026-01-16,puts,85.0,1.23,False
aapl,2026-01-16,puts,90.0,1.65,False
aapl,2026-01-16,puts,95.0,2.0,False
aapl,2026-01-16,puts,100.0,2.12,False
aapl,2026-01-16,puts,105.0,2.5,False
aapl,2026-01-16,puts,110.0,2.87,False
aapl,2026-01-16,puts,115.0,3.49,False
aapl,2026-01-16,puts,120.0,3.85,False
aapl,2026-01-16,puts,125.0,4.49,False
aapl,2026-01-16,puts,130.0,5.21,False
aapl,2026-01-16,puts,135.0,5.85,False
aapl,2026-01-16,puts,140.0,6.73,False
aapl,2026-01-16,puts,145.0,7.8,False
aapl,2026-01-16,puts,150.0,8.87,False
aapl,2026-01-16,puts,155.0,10.8,False
aapl,2026-01-16,puts,160.0,11.2,False
aapl,2026-01-16,puts,165.0,12.7,False
aapl,2026-01-16,puts,170.0,14.07,False
aapl,2026-01-16,puts,175.0,16.01,False
aapl,2026-01-16,puts,180.0,17.81,False
aapl,2026-01-16,puts,185.0,19.83,True
aapl,2026-01-16,puts,190.0,22.0,True
aapl,2026-01-16,puts,195.0,24.2,True
aapl,2026-01-16,puts,200.0,26.6,True
aapl,2026-01-16,puts,205.0,28.9,True
aapl,2026-01-16,puts,210.0,32.9,True
aapl,2026-01-16,puts,215.0,38.35,True
aapl,2026-01-16,puts,220.0,38.85,True
aapl,2026-01-16,puts,225.0,42.4,True
aapl,2026-01-16,puts,230.0,48.5,True
aapl,2026-01-16,puts,235.0,51.2,True
aapl,2026-01-16,puts,240.0,56.2,True
aapl,2026-01-16,puts,245.0,72.0,True
aapl,2026-01-16,puts,250.0,75.0,True
aapl,2026-01-16,puts,255.0,85.2,True
aapl,2026-01-16,puts,265.0,87.25,True
aapl,2026-01-16,puts,300.0,118.4,True
aapl,2026-01-16,puts,310.0,131.81,True
amzn,2023-11-17,calls,60.0,81.25,True
amzn,2023-11-17,calls,65.0,76.9,True
amzn,2023-11-17,calls,70.0,72.75,True
amzn,2023-11-17,calls,75.0,58.12,True
amzn,2023-11-17,calls,80.0,52.35,True
amzn,2023-11-17,calls,85.0,57.15,True
amzn,2023-11-17,calls,90.0,53.0,True
amzn,2023-11-17,calls,95.0,47.95,True
amzn,2023-11-17,calls,100.0,42.7,True
amzn,2023-11-17,calls,105.0,38.05,True
amzn,2023-11-17,calls,110.0,32.81,True
amzn,2023-11-17,calls,111.0,30.57,True
amzn,2023-11-17,calls,112.0,30.73,True
amzn,2023-11-17,calls,113.0,29.8,True
amzn,2023-11-17,calls,114.0,29.35,True
amzn,2023-11-17,calls,115.0,27.9,True
amzn,2023-11-17,calls,116.0,27.27,True
amzn,2023-11-17,calls,117.0,26.04,True
amzn,2023-11-17,calls,118.0,23.35,True
amzn,2023-11-17,calls,119.0,24.15,True
amzn,2023-11-17,calls,120.0,22.68,True
amzn,2023-11-17,calls,121.0,22.08,True
amzn,2023-11-17,calls,122.0,21.25,True
amzn,2023-11-17,calls,123.0,18.02,True
amzn,2023-11-17,calls,124.0,19.45,True
amzn,2023-11-17,calls,125.0,17.64,True
amzn,2023-11-17,calls,126.0,16.15,True
amzn,2023-11-17,calls,127.0,15.66,True
amzn,2023-11-17,calls,128.0,15.1,True
amzn,2023-11-17,calls,129.0,14.12,True
amzn,2023-11-17,calls,130.0,12.8,True
amzn,2023-11-17,calls,131.0,11.7,True
amzn,2023-11-17,calls,132.0,10.72,True
amzn,2023-11-17,calls,133.0,9.73,True
amzn,2023-11-17,calls,134.0,8.7,True
amzn,2023-11-17,calls,135.0,7.75,True
amzn,2023-11-17,calls,136.0,6.81,True
amzn,2023-11-17,calls,137.0,5.95,True
amzn,2023-11-17,calls,138.0,5.05,True
amzn,2023-11-17,calls,139.0,4.25,True
amzn,2023-11-17,calls,140.0,3.45,True
amzn,2023-11-17,calls,141.0,2.66,True
amzn,2023-11-17,calls,142.0,2.05,True
amzn,2023-11-17,calls,143.0,1.54,False
amzn,2023-11-17,calls,144.0,1.11,False
amzn,2023-11-17,calls,145.0,0.79,False
amzn,2023-11-17,calls,146.0,0.54,False
amzn,2023-11-17,calls,147.0,0.36,False
amzn,2023-11-17,calls,148.0,0.25,False
amzn,2023-11-17,calls,149.0,0.16,False
amzn,2023-11-17,calls,150.0,0.09,False
amzn,2023-11-17,calls,152.5,0.04,False
amzn,2023-11-17,calls,155.0,0.02,False
amzn,2023-11-17,calls,157.5,0.01,False
amzn,2023-11-17,calls,160.0,0.01,False
amzn,2023-11-17,calls,162.5,0.01,False
amzn,2023-11-17,calls,165.0,0.01,False
amzn,2023-11-17,calls,170.0,0.01,False
amzn,2023-11-17,calls,175.0,0.01,False
amzn,2023-11-17,calls,180.0,0.01,False
amzn,2023-11-17,calls,185.0,0.01,False
amzn,2023-11-17,calls,190.0,0.01,False
amzn,2023-11-17,calls,195.0,0.01,False
amzn,2023-11-17,calls,200.0,0.01,False
amzn,2023-11-17,calls,205.0,0.01,False
amzn,2023-11-17,calls,210.0,0.01,False
amzn,2023-11-17,puts,60.0,0.01,False
amzn,2023-11-17,puts,65.0,0.01,False
amzn,2023-11-17,puts,70.0,0.01,False
amzn,2023-11-17,puts,75.0,0.01,False
amzn,2023-11-17,puts,80.0,0.01,False
amzn,2023-11-17,puts,85.0,0.01,False
amzn,2023-11-17,puts,90.0,0.01,False
amzn,2023-11-17,puts,95.0,0.01,False
amzn,2023-11-17,puts,100.0,0.01,False
amzn,2023-11-17,puts,105.0,0.01,False
amzn,2023-11-17,puts,110.0,0.01,False
amzn,2023-11-17,puts,111.0,0.01,False
amzn,2023-11-17,puts,112.0,0.01,False
amzn,2023-11-17,puts,113.0,0.01,False
amzn,2023-11-17,puts,114.0,0.02,False
amzn,2023-11-17,puts,115.0,0.01,False
amzn,2023-11-17,puts,116.0,0.01,False
amzn,2023-11-17,puts,117.0,0.01,False
amzn,2023-11-17,puts,118.0,0.01,False
amzn,2023-11-17,puts,119.0,0.01,False
amzn,2023-11-17,puts,120.0,0.01,False
amzn,2023-11-17,puts,121.0,0.01,False
amzn,2023-11-17,puts,122.0,0.01,False
amzn,2023-11-17,puts,123.0,0.03,False
amzn,2023-11-17,puts,124.0,0.02,False
amzn,2023-11-17,puts,125.0,0.02,False
amzn,2023-11-17,puts,126.0,0.01,False
amzn,2023-11-17,puts,127.0,0.02,False
amzn,2023-11-17,puts,128.0,0.03,False
amzn,2023-11-17,puts,129.0,0.03,False
amzn,2023-11-17,puts,130.0,0.03,False
amzn,2023-11-17,puts,131.0,0.04,False
amzn,2023-11-17,puts,132.0,0.05,False
amzn,2023-11-17,puts,133.0,0.05,False
amzn,2023-11-17,puts,134.0,0.08,False
amzn,2023-11-17,puts,135.0,0.11,False
amzn,2023-11-17,puts,136.0,0.15,False
amzn,2023-11-17,puts,137.0,0.21,False
amzn,2023-11-17,puts,138.0,0.31,False
amzn,2023-11-17,puts,139.0,0.45,False
amzn,2023-11-17,puts,140.0,0.64,False
amzn,2023-11-17,puts,141.0,0.94,False
amzn,2023-11-17,puts,142.0,1.3,False
amzn,2023-11-17,puts,143.0,1.83,True
amzn,2023-11-17,puts,144.0,2.38,True
amzn,2023-11-17,puts,145.0,3.1,True
amzn,2023-11-17,puts,146.0,3.85,True
amzn,2023-11-17,puts,147.0,4.35,True
amzn,2023-11-17,puts,148.0,5.45,True
amzn,2023-11-17,puts,149.0,6.52,True
amzn,2023-11-17,puts,150.0,7.31,True
amzn,2023-11-17,puts,152.5,10.45,True
amzn,2023-11-17,puts,155.0,12.0,True
amzn,2023-11-17,puts,157.5,14.65,True
amzn,2023-11-17,puts,160.0,17.0,True
amzn,2023-11-17,puts,165.0,23.0,True
amzn,2023-11-17,puts,170.0,27.3,True
amzn,2023-11-17,puts,175.0,31.99,True
amzn,2023-11-17,puts,180.0,37.16,True
amzn,2023-11-17,puts,185.0,43.1,True
amzn,2023-11-17,puts,190.0,60.5,True
amzn,2023-11-17,puts,195.0,62.51,True
amzn,2023-11-17,puts,200.0,57.33,True
amzn,2023-11-17,puts,205.0,73.5,True
amzn,2023-11-17,puts,210.0,85.1,True
amzn,2023-11-24,calls,70.0,63.04,True
amzn,2023-11-24,calls,75.0,51.17,True
amzn,2023-11-24,calls,80.0,45.0,True
amzn,2023-11-24,calls,85.0,36.95,True
amzn,2023-11-24,calls,90.0,53.09,True
amzn,2023-11-24,calls,95.0,48.04,True
amzn,2023-11-24,calls,100.0,43.2,True
amzn,2023-11-24,calls,105.0,38.2,True
amzn,2023-11-24,calls,107.0,15.6,True
amzn,2023-11-24,calls,108.0,14.75,True
amzn,2023-11-24,calls,110.0,33.25,True
amzn,2023-11-24,calls,111.0,32.62,True
amzn,2023-11-24,calls,112.0,30.3,True
amzn,2023-11-24,calls,113.0,27.89,True
amzn,2023-11-24,calls,114.0,22.7,True
amzn,2023-11-24,calls,115.0,28.51,True
amzn,2023-11-24,calls,116.0,22.48,True
amzn,2023-11-24,calls,117.0,13.44,True
amzn,2023-11-24,calls,118.0,25.25,True
amzn,2023-11-24,calls,119.0,24.32,True
amzn,2023-11-24,calls,120.0,22.13,True
amzn,2023-11-24,calls,121.0,21.85,True
amzn,2023-11-24,calls,122.0,21.4,True
amzn,2023-11-24,calls,123.0,18.19,True
amzn,2023-11-24,calls,124.0,19.3,True
amzn,2023-11-24,calls,125.0,18.17,True
amzn,2023-11-24,calls,126.0,17.13,True
amzn,2023-11-24,calls,127.0,16.16,True
amzn,2023-11-24,calls,128.0,14.87,True
amzn,2023-11-24,calls,129.0,14.47,True
amzn,2023-11-24,calls,130.0,13.29,True
amzn,2023-11-24,calls,131.0,12.49,True
amzn,2023-11-24,calls,132.0,11.36,True
amzn,2023-11-24,calls,133.0,10.05,True
amzn,2023-11-24,calls,134.0,9.55,True
amzn,2023-11-24,calls,135.0,8.2,True
amzn,2023-11-24,calls,136.0,7.41,True
amzn,2023-11-24,calls,137.0,6.5,True
amzn,2023-11-24,calls,138.0,5.79,True
amzn,2023-11-24,calls,139.0,4.95,True
amzn,2023-11-24,calls,140.0,4.1,True
amzn,2023-11-24,calls,141.0,3.35,True
amzn,2023-11-24,calls,142.0,2.82,True
amzn,2023-11-24,calls,143.0,2.23,False
amzn,2023-11-24,calls,144.0,1.83,False
amzn,2023-11-24,calls,145.0,1.43,False
amzn,2023-11-24,calls,146.0,1.09,False
amzn,2023-11-24,calls,147.0,0.82,False
amzn,2023-11-24,calls,148.0,0.63,False
amzn,2023-11-24,calls,149.0,0.45,False
amzn,2023-11-24,calls,150.0,0.35,False
amzn,2023-11-24,calls,152.5,0.16,False
amzn,2023-11-24,calls,155.0,0.07,False
amzn,2023-11-24,calls,157.5,0.04,False
amzn,2023-11-24,calls,160.0,0.02,False
amzn,2023-11-24,calls,165.0,0.02,False
amzn,2023-11-24,calls,170.0,0.01,False
amzn,2023-11-24,calls,175.0,0.01,False
amzn,2023-11-24,calls,180.0,0.01,False
amzn,2023-11-24,calls,185.0,0.01,False
amzn,2023-11-24,calls,190.0,0.01,False
amzn,2023-11-24,puts,70.0,0.01,False
amzn,2023-11-24,puts,75.0,0.01,False
amzn,2023-11-24,puts,80.0,0.01,False
amzn,2023-11-24,puts,85.0,0.01,False
amzn,2023-11-24,puts,90.0,0.01,False
amzn,2023-11-24,puts,95.0,0.01,False
amzn,2023-11-24,puts,100.0,0.01,False
amzn,2023-11-24,puts,105.0,0.01,False
amzn,2023-11-24,puts,107.0,0.01,False
amzn,2023-11-24,puts,108.0,0.01,False
amzn,2023-11-24,puts,109.0,0.02,False
amzn,2023-11-24,puts,110.0,0.02,False
amzn,2023-11-24,puts,111.0,0.01,False
amzn,2023-11-24,puts,112.0,0.01,False
amzn,2023-11-24,puts,113.0,0.03,False
amzn,2023-11-24,puts,114.0,0.02,False
amzn,2023-11-24,puts,115.0,0.02,False
amzn,2023-11-24,puts,116.0,0.02,False
amzn,2023-11-24,puts,117.0,0.03,False
amzn,2023-11-24,puts,118.0,0.03,False
amzn,2023-11-24,puts,119.0,0.05,False
amzn,2023-11-24,puts,120.0,0.04,False
amzn,2023-11-24,puts,121.0,0.04,False
amzn,2023-11-24,puts,122.0,0.05,False
amzn,2023-11-24,puts,123.0,0.04,False
amzn,2023-11-24,puts,124.0,0.06,False
amzn,2023-11-24,puts,125.0,0.05,False
amzn,2023-11-24,puts,126.0,0.07,False
amzn,2023-11-24,puts,127.0,0.08,False
amzn,2023-11-24,puts,128.0,0.09,False
amzn,2023-11-24,puts,129.0,0.09,False
amzn,2023-11-24,puts,130.0,0.12,False
amzn,2023-11-24,puts,131.0,0.14,False
amzn,2023-11-24,puts,132.0,0.17,False
amzn,2023-11-24,puts,133.0,0.22,False
amzn,2023-11-24,puts,134.0,0.26,False
amzn,2023-11-24,puts,135.0,0.34,False
amzn,2023-11-24,puts,136.0,0.43,False
amzn,2023-11-24,puts,137.0,0.57,False
amzn,2023-11-24,puts,138.0,0.73,False
amzn,2023-11-24,puts,139.0,0.95,False
amzn,2023-11-24,puts,140.0,1.19,False
amzn,2023-11-24,puts,141.0,1.53,False
amzn,2023-11-24,puts,142.0,1.92,False
amzn,2023-11-24,puts,143.0,2.41,True
amzn,2023-11-24,puts,144.0,2.97,True
amzn,2023-11-24,puts,145.0,3.6,True
amzn,2023-11-24,puts,146.0,4.1,True
amzn,2023-11-24,puts,147.0,4.8,True
amzn,2023-11-24,puts,148.0,5.75,True
amzn,2023-11-24,puts,149.0,6.6,True
amzn,2023-11-24,puts,150.0,7.6,True
amzn,2023-11-24,puts,152.5,9.92,True
amzn,2023-11-24,puts,155.0,12.8,True
amzn,2023-11-24,puts,160.0,28.95,True
amzn,2023-11-24,puts,165.0,21.38,True
amzn,2023-11-24,puts,170.0,51.0,True
amzn,2023-12-01,calls,70.0,70.4,True
amzn,2023-12-01,calls,75.0,58.55,True
amzn,2023-12-01,calls,80.0,53.15,True
amzn,2023-12-01,calls,90.0,52.52,True
amzn,2023-12-01,calls,95.0,48.85,True
amzn,2023-12-01,calls,100.0,42.0,True
amzn,2023-12-01,calls,105.0,38.45,True
amzn,2023-12-01,calls,107.0,32.46,True
amzn,2023-12-01,calls,108.0,21.0,True
amzn,2023-12-01,calls,110.0,33.24,True
amzn,2023-12-01,calls,111.0,32.0,True
amzn,2023-12-01,calls,112.0,29.05,True
amzn,2023-12-01,calls,113.0,17.3,True
amzn,2023-12-01,calls,114.0,26.05,True
amzn,2023-12-01,calls,115.0,21.53,True
amzn,2023-12-01,calls,116.0,23.41,True
amzn,2023-12-01,calls,117.0,25.56,True
amzn,2023-12-01,calls,118.0,25.44,True
amzn,2023-12-01,calls,119.0,24.15,True
amzn,2023-12-01,calls,120.0,23.22,True
amzn,2023-12-01,calls,121.0,22.22,True
amzn,2023-12-01,calls,122.0,21.05,True
amzn,2023-12-01,calls,123.0,20.2,True
amzn,2023-12-01,calls,124.0,19.9,True
amzn,2023-12-01,calls,125.0,18.57,True
amzn,2023-12-01,calls,126.0,17.1,True
amzn,2023-12-01,calls,127.0,17.0,True
amzn,2023-12-01,calls,128.0,15.3,True
amzn,2023-12-01,calls,129.0,14.64,True
amzn,2023-12-01,calls,130.0,13.77,True
amzn,2023-12-01,calls,131.0,11.35,True
amzn,2023-12-01,calls,132.0,11.63,True
amzn,2023-12-01,calls,133.0,10.75,True
amzn,2023-12-01,calls,134.0,10.18,True
amzn,2023-12-01,calls,135.0,8.99,True
amzn,2023-12-01,calls,136.0,8.46,True
amzn,2023-12-01,calls,137.0,7.56,True
amzn,2023-12-01,calls,138.0,6.4,True
amzn,2023-12-01,calls,139.0,5.9,True
amzn,2023-12-01,calls,140.0,5.05,True
amzn,2023-12-01,calls,141.0,4.5,True
amzn,2023-12-01,calls,142.0,3.9,True
amzn,2023-12-01,calls,143.0,3.32,False
amzn,2023-12-01,calls,144.0,2.87,False
amzn,2023-12-01,calls,145.0,2.39,False
amzn,2023-12-01,calls,146.0,2.04,False
amzn,2023-12-01,calls,147.0,1.7,False
amzn,2023-12-01,calls,148.0,1.36,False
amzn,2023-12-01,calls,149.0,1.12,False
amzn,2023-12-01,calls,150.0,0.91,False
amzn,2023-12-01,calls,152.5,0.51,False
amzn,2023-12-01,calls,155.0,0.28,False
amzn,2023-12-01,calls,157.5,0.18,False
amzn,2023-12-01,calls,160.0,0.1,False
amzn,2023-12-01,calls,162.5,0.06,False
amzn,2023-12-01,calls,165.0,0.03,False
amzn,2023-12-01,calls,170.0,0.03,False
amzn,2023-12-01,calls,175.0,0.01,False
amzn,2023-12-01,calls,180.0,0.01,False
amzn,2023-12-01,calls,185.0,0.01,False
amzn,2023-12-01,puts,70.0,0.01,False
amzn,2023-12-01,puts,75.0,0.01,False
amzn,2023-12-01,puts,80.0,0.02,False
amzn,2023-12-01,puts,85.0,0.01,False
amzn,2023-12-01,puts,90.0,0.01,False
amzn,2023-12-01,puts,95.0,0.01,False
amzn,2023-12-01,puts,100.0,0.02,False
amzn,2023-12-01,puts,105.0,0.02,False
amzn,2023-12-01,puts,107.0,0.03,False
amzn,2023-12-01,puts,108.0,0.02,False
amzn,2023-12-01,puts,109.0,0.03,False
amzn,2023-12-01,puts,110.0,0.04,False
amzn,2023-12-01,puts,111.0,0.05,False
amzn,2023-12-01,puts,112.0,0.04,False
amzn,2023-12-01,puts,113.0,0.05,False
amzn,2023-12-01,puts,114.0,0.05,False
amzn,2023-12-01,puts,115.0,0.05,False
amzn,2023-12-01,puts,116.0,0.06,False
amzn,2023-12-01,puts,117.0,0.08,False
amzn,2023-12-01,puts,118.0,0.08,False
amzn,2023-12-01,puts,119.0,0.08,False
amzn,2023-12-01,puts,120.0,0.09,False
amzn,2023-12-01,puts,121.0,0.11,False
amzn,2023-12-01,puts,122.0,0.12,False
amzn,2023-12-01,puts,123.0,0.15,False
amzn,2023-12-01,puts,124.0,0.15,False
amzn,2023-12-01,puts,125.0,0.16,False
amzn,2023-12-01,puts,126.0,0.19,False
amzn,2023-12-01,puts,127.0,0.22,False
amzn,2023-12-01,puts,128.0,0.25,False
amzn,2023-12-01,puts,129.0,0.29,False
amzn,2023-12-01,puts,130.0,0.35,False
amzn,2023-12-01,puts,131.0,0.38,False
amzn,2023-12-01,puts,132.0,0.49,False
amzn,2023-12-01,puts,133.0,0.59,False
amzn,2023-12-01,puts,134.0,0.71,False
amzn,2023-12-01,puts,135.0,0.85,False
amzn,2023-12-01,puts,136.0,1.03,False
amzn,2023-12-01,puts,137.0,1.2,False
amzn,2023-12-01,puts,138.0,1.42,False
amzn,2023-12-01,puts,139.0,1.6,False
amzn,2023-12-01,puts,140.0,2.04,False
amzn,2023-12-01,puts,141.0,2.36,False
amzn,2023-12-01,puts,142.0,2.88,False
amzn,2023-12-01,puts,143.0,3.38,True
amzn,2023-12-01,puts,144.0,3.55,True
amzn,2023-12-01,puts,145.0,4.1,True
amzn,2023-12-01,puts,146.0,4.85,True
amzn,2023-12-01,puts,147.0,5.7,True
amzn,2023-12-01,puts,148.0,6.25,True
amzn,2023-12-01,puts,150.0,7.39,True
amzn,2023-12-01,puts,152.5,9.94,True
amzn,2023-12-01,puts,155.0,12.05,True
amzn,2023-12-01,puts,160.0,19.5,True
amzn,2023-12-01,puts,165.0,34.0,True
amzn,2023-12-01,puts,170.0,44.45,True
amzn,2023-12-08,calls,75.0,67.2,True
amzn,2023-12-08,calls,90.0,53.0,True
amzn,2023-12-08,calls,95.0,48.27,True
amzn,2023-12-08,calls,100.0,42.6,True
amzn,2023-12-08,calls,105.0,38.5,True
amzn,2023-12-08,calls,107.0,35.25,True
amzn,2023-12-08,calls,108.0,36.12,True
amzn,2023-12-08,calls,109.0,29.07,True
amzn,2023-12-08,calls,110.0,33.28,True
amzn,2023-12-08,calls,111.0,23.13,True
amzn,2023-12-08,calls,112.0,27.74,True
amzn,2023-12-08,calls,113.0,20.3,True
amzn,2023-12-08,calls,114.0,24.25,True
amzn,2023-12-08,calls,115.0,27.54,True
amzn,2023-12-08,calls,116.0,28.15,True
amzn,2023-12-08,calls,117.0,22.9,True
amzn,2023-12-08,calls,118.0,26.27,True
amzn,2023-12-08,calls,119.0,23.62,True
amzn,2023-12-08,calls,120.0,23.5,True
amzn,2023-12-08,calls,121.0,22.2,True
amzn,2023-12-08,calls,122.0,21.7,True
amzn,2023-12-08,calls,123.0,19.75,True
amzn,2023-12-08,calls,124.0,18.75,True
amzn,2023-12-08,calls,125.0,17.47,True
amzn,2023-12-08,calls,126.0,16.11,True
amzn,2023-12-08,calls,127.0,16.6,True
amzn,2023-12-08,calls,128.0,16.44,True
amzn,2023-12-08,calls,129.0,14.01,True
amzn,2023-12-08,calls,130.0,13.25,True
amzn,2023-12-08,calls,131.0,13.25,True
amzn,2023-12-08,calls,132.0,11.84,True
amzn,2023-12-08,calls,133.0,11.15,True
amzn,2023-12-08,calls,134.0,8.9,True
amzn,2023-12-08,calls,135.0,9.34,True
amzn,2023-12-08,calls,136.0,8.97,True
amzn,2023-12-08,calls,137.0,7.95,True
amzn,2023-12-08,calls,138.0,7.22,True
amzn,2023-12-08,calls,139.0,6.41,True
amzn,2023-12-08,calls,140.0,5.95,True
amzn,2023-12-08,calls,141.0,5.1,True
amzn,2023-12-08,calls,142.0,4.45,True
amzn,2023-12-08,calls,143.0,3.9,False
amzn,2023-12-08,calls,144.0,3.45,False
amzn,2023-12-08,calls,145.0,2.97,False
amzn,2023-12-08,calls,146.0,2.61,False
amzn,2023-12-08,calls,147.0,2.22,False
amzn,2023-12-08,calls,148.0,1.97,False
amzn,2023-12-08,calls,149.0,1.66,False
amzn,2023-12-08,calls,150.0,1.31,False
amzn,2023-12-08,calls,152.5,0.8,False
amzn,2023-12-08,calls,155.0,0.5,False
amzn,2023-12-08,calls,157.5,0.3,False
amzn,2023-12-08,calls,160.0,0.18,False
amzn,2023-12-08,calls,162.5,0.12,False
amzn,2023-12-08,calls,165.0,0.08,False
amzn,2023-12-08,calls,170.0,0.05,False
amzn,2023-12-08,calls,175.0,0.03,False
amzn,2023-12-08,calls,180.0,0.02,False
amzn,2023-12-08,calls,185.0,0.01,False
amzn,2023-12-08,puts,75.0,0.01,False
amzn,2023-12-08,puts,80.0,0.02,False
amzn,2023-12-08,puts,85.0,0.02,False
amzn,2023-12-08,puts,90.0,0.02,False
amzn,2023-12-08,puts,95.0,0.02,False
amzn,2023-12-08,puts,100.0,0.03,False
amzn,2023-12-08,puts,105.0,0.04,False
amzn,2023-12-08,puts,107.0,0.04,False
amzn,2023-12-08,puts,108.0,0.04,False
